course_id,learner_id,enrolment_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued,learning_duration_days,completion_delay_days,learner_name,email,phone_number,city,registration_date,subscription_type,course_title,category,instructor_id,instructor_name,duration_hours,difficulty_level,price_inr,days_since_last_activity,engagement_status
CRS042,LRN0488,ENR00716,2024-02-08,2024-02-18,2024-02-20,Completed,100,2024-02-20,58.7,1,5,No,12,2,Rohan Patel,rohan.patel.488@yahoo.com,9547292842,Bhopal,2023-12-27,Premium,Operations Management,Business,INS001,Unknown,5,Advanced,6117,880,Disengaged
CRS037,LRN0057,ENR01787,2024-01-22,2024-03-02,,In Progress,70,2024-01-30,,2,,No,,,Kavya Chatterjee,kavya.chatterjee.57@yahoo.com,9711671902,Indore,2023-07-31,Enterprise,Data Engineering with Spark,Data Science,INS004,Sunita Rao,20,Advanced,14534,901,Disengaged
CRS006,LRN0490,ENR01176,2024-03-05,2024-03-15,,In Progress,59,2024-03-15,,1,,No,,,Rahul Reddy,rahul.reddy.490@gmail.com,9410672752,Chandigarh,2023-07-14,Enterprise,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,856,Disengaged
CRS007,LRN0056,ENR00154,2024-01-02,2024-02-11,,In Progress,85,2024-01-10,,1,,No,,,Rohan Reddy,rohan.reddy.56@hotmail.com,9427109477,Kolkata,2022-07-08,Enterprise,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,921,Disengaged
CRS058,LRN0286,ENR00619,2024-02-25,2024-03-26,,In Progress,13,2024-03-07,,2,,No,,,Deepak Banerjee,deepak.banerjee.286@gmail.com,9489090100,Pune,2023-03-31,Basic,Zero Trust Security,Cybersecurity,INS014,Pooja Mishra,15,Intermediate,4039,864,Disengaged
CRS060,LRN0026,ENR01479,2024-02-15,2024-03-16,,Dropped,23,2024-02-24,,1,,No,,,Kavya Iyer,kavya.iyer.26@yahoo.com,9740164005,Surat,2022-09-26,Free,Bayesian Statistics,Data Science,INS006,Unknown,15,Intermediate,1231,876,Disengaged
CRS032,LRN0035,ENR00577,2024-03-12,2024-03-22,,In Progress,14,2024-03-17,,1,,No,,,Shreya Chauhan,shreya.chauhan.35@rediffmail.com,9369957773,Ahmedabad,2022-06-23,Premium,DevOps CI/CD Pipeline,Cloud Computing,INS003,Arjun Patel,5,Advanced,6723,854,Disengaged
CRS052,LRN0229,ENR01346,2024-01-02,2024-03-22,2024-01-30,Completed,100,,54.08,1,2,No,28,-52,Kavya Joshi,kavya.joshi.229@gmail.com,9524105648,Chennai,2023-12-31,Enterprise,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,,Disengaged
CRS034,LRN0302,ENR00324,2024-02-17,2024-03-08,2024-02-29,Completed,100,2024-02-29,56.55,1,1,No,12,-8,Aarav Iyer,aarav.iyer.302@yahoo.com,9086978292,Delhi,2023-02-01,Premium,Android Development Kotlin,Mobile Development,INS002,Meera Nair,10,Intermediate,3846,871,Disengaged
CRS016,LRN0341,ENR00091,2024-01-20,2024-02-09,,Dropped,26,2024-01-28,,1,,No,,,Arjun Pandey,arjun.pandey.341@gmail.com,9887449562,Chandigarh,2022-08-24,Basic,Ethical Hacking Basics,Cybersecurity,INS010,Unknown,10,Beginner,686,903,Disengaged
CRS004,LRN0429,ENR00811,2024-02-28,2024-04-28,,In Progress,85,2024-03-30,,1,,No,,,Ishaan Tiwari,ishaan.tiwari.429@yahoo.com,9334485714,Bengaluru,2022-10-08,Free,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,841,Disengaged
CRS003,LRN0146,ENR01059,2024-02-20,2024-03-11,,Dropped,10,2024-03-01,,1,,No,,,Sunita Pandey,sunita.pandey.146@gmail.com,9585239868,Mumbai,2022-02-09,Free,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,870,Disengaged
CRS026,LRN0281,ENR00266,2024-02-13,2024-02-23,,In Progress,54,2024-03-14,,1,,No,,,Arjun Kapoor,arjun.kapoor.281@yahoo.com,9175250074,Indore,2022-06-22,Basic,Full Stack Django,Web Development,INS008,Kavita Reddy,5,Advanced,10918,857,Disengaged
CRS014,LRN0262,ENR00283,2024-01-13,2024-02-12,,In Progress,40,2024-01-18,,1,,No,,,Nikhil Rao,nikhil.rao.262@rediffmail.com,9374160898,Surat,2023-09-28,Free,Google Cloud Fundamentals,Cloud Computing,INS002,Meera Nair,15,Beginner,67,913,Disengaged
CRS008,LRN0090,ENR01332,2024-01-26,2024-04-15,2024-03-31,Completed,100,2024-03-31,68.93,1,5,Yes,65,-15,Manish Iyer,manish.iyer.90@hotmail.com,9917839084,Surat,2022-02-01,Free,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,840,Disengaged
CRS053,LRN0460,ENR00559,2024-02-13,2024-05-03,,In Progress,23,2024-03-23,,3,3,No,,,Karan Reddy,karan.reddy.460@outlook.com,9306719855,Pune,2022-02-26,Basic,Supply Chain Management,Business,INS010,Anjali Iyer,40,Intermediate,3268,848,Disengaged
CRS051,LRN0192,ENR00409,2024-01-29,2024-04-18,,In Progress,43,2024-02-15,,1,,No,,,Simran Pillai,simran.pillai.192@rediffmail.com,9560466183,Jaipur,2022-06-23,Premium,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,885,Disengaged
CRS010,LRN0496,ENR01039,2024-02-18,2024-03-09,2024-03-12,Completed,100,2024-03-12,85.23,1,2,Yes,23,3,Arjun Das,arjun.das.496@rediffmail.com,9648704947,Chandigarh,2023-04-20,Free,UI/UX Design Principles,Design,INS005,Deepak Joshi,10,Beginner,133,859,Disengaged
CRS020,LRN0356,ENR00960,2024-01-31,2024-02-10,,Dropped,13,,,1,2,No,,,Ajay Reddy,ajay.reddy.356@yahoo.com,9574489061,Mumbai,2022-08-09,Premium,SQL & Database Design,Data Science,INS013,Unknown,5,Advanced,8138,,Disengaged
CRS039,LRN0048,ENR01444,2024-03-16,2024-06-04,,In Progress,65,2024-03-20,,1,,No,,,Shreya Chatterjee,shreya.chatterjee.48@rediffmail.com,9919058651,Surat,2022-12-16,Free,Transformer Models & LLMs,AI & ML,INS008,Kavita Reddy,40,Advanced,12938,851,Disengaged
CRS027,LRN0203,ENR00311,2024-02-12,2024-03-13,,Not Started,0,,,1,,No,,,Suresh Shah,suresh.shah.203@hotmail.com,9123828258,Ahmedabad,2022-08-26,Premium,Financial Modelling,Business,INS012,Nisha Agarwal,15,Advanced,6347,,Disengaged
CRS042,LRN0291,ENR01581,2024-02-28,2024-03-09,,In Progress,37,2024-03-29,,1,,No,,,Manish Bose,manish.bose.291@outlook.com,9561100225,Ahmedabad,2023-09-29,Free,Operations Management,Business,INS001,Unknown,5,Advanced,6117,842,Disengaged
CRS002,LRN0400,ENR00969,2024-03-05,2024-03-25,,In Progress,33,2024-03-21,,1,,No,,,Ravi Desai,ravi.desai.400@gmail.com,9554384046,Jaipur,2022-10-14,Free,Machine Learning Fundamentals,AI & ML,INS006,Priya Singh,10,Beginner,223,850,Disengaged
CRS037,LRN0066,ENR00658,2024-03-05,2024-04-14,2024-03-29,Completed,100,2024-03-29,45.64,1,4,No,24,-16,Ananya Kapoor,ananya.kapoor.66@outlook.com,9680876038,Lucknow,2023-05-26,Basic,Data Engineering with Spark,Data Science,INS004,Sunita Rao,20,Advanced,14534,842,Disengaged
CRS056,LRN0280,ENR01240,2024-01-03,2024-03-03,,Not Started,0,,,1,,No,,,Sachin Kumar,sachin.kumar.280@hotmail.com,9684602235,Lucknow,2023-04-14,Free,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,,Disengaged
CRS060,LRN0491,ENR00549,2024-01-29,2024-02-28,,In Progress,90,2024-03-05,,1,,No,,,Megha Kapoor,megha.kapoor.491@rediffmail.com,9929751702,Delhi,2022-11-12,Free,Bayesian Statistics,Data Science,INS006,Unknown,15,Intermediate,1231,866,Disengaged
CRS057,LRN0454,ENR01417,2024-03-17,2024-03-27,2024-03-22,Completed,100,2024-03-22,71.47,1,4,Yes,5,-5,Suresh Desai,suresh.desai.454@rediffmail.com,9258001061,Delhi,2023-12-03,Basic,Microservices Architecture,Cloud Computing,INS006,Priya Singh,5,Beginner,604,849,Disengaged
CRS009,LRN0385,ENR00647,2024-01-17,2024-02-06,,In Progress,21,2024-01-23,,1,,No,,,Vijay Pillai,vijay.pillai.385@rediffmail.com,9755855665,Hyderabad,2023-07-31,Basic,Digital Marketing Strategy,Business,INS004,Sunita Rao,10,Advanced,8712,908,Disengaged
CRS037,LRN0038,ENR00984,2024-01-22,2024-03-02,2024-03-05,Completed,100,2024-03-05,67.74,1,2,Yes,43,3,Ajay Verma,ajay.verma.38@rediffmail.com,9083172788,Kolkata,2023-03-30,Basic,Data Engineering with Spark,Data Science,INS004,Sunita Rao,20,Advanced,14534,866,Disengaged
CRS004,LRN0201,ENR01287,2024-03-11,2024-05-10,,Dropped,28,2024-03-22,,3,,No,,,Komal Jain,komal.jain.201@gmail.com,9825071461,Bhopal,2022-05-26,Basic,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,849,Disengaged
CRS012,LRN0281,ENR00009,2024-01-03,2024-02-12,,In Progress,33,2024-03-09,,1,,No,,,Arjun Kapoor,arjun.kapoor.281@yahoo.com,9175250074,Indore,2022-06-22,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,862,Disengaged
CRS024,LRN0419,ENR00874,2024-02-26,2024-03-27,,In Progress,67,2024-03-08,,2,,No,,,Ajay Singh,ajay.singh.419@rediffmail.com,9794695489,Kolkata,2022-05-13,Basic,Computer Vision,AI & ML,INS003,Arjun Patel,15,Intermediate,1877,863,Disengaged
CRS046,LRN0045,ENR00476,2024-02-04,2024-03-15,2024-03-16,Completed,100,2024-03-16,55.82,1,1,No,41,1,Priya Nair,priya.nair.45@yahoo.com,9080531003,Bhopal,2022-01-21,Basic,Terraform Infrastructure,Cloud Computing,INS013,Manish Verma,20,Beginner,300,855,Disengaged
CRS008,LRN0368,ENR00328,2024-02-25,2024-05-15,2024-03-31,Completed,100,2024-03-31,73.81,3,1,Yes,35,-45,Ritika Chauhan,ritika.chauhan.368@hotmail.com,9846312241,Lucknow,2023-04-09,Free,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,840,Disengaged
CRS040,LRN0032,ENR00609,2024-02-29,2024-03-30,,In Progress,54,2024-03-04,,1,,No,,,Simran Agarwal,simran.agarwal.32@outlook.com,9556981693,Mumbai,2023-12-27,Basic,TypeScript Advanced,Web Development,INS009,Suresh Gupta,15,Beginner,786,867,Disengaged
CRS025,LRN0106,ENR01749,2024-02-21,2024-04-01,2024-03-15,Completed,100,2024-03-15,49.34,1,5,No,23,-17,Karan Joshi,karan.joshi.106@yahoo.com,9779979955,Ahmedabad,2022-03-11,Basic,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,856,Disengaged
CRS049,LRN0267,ENR00243,2024-02-04,2024-03-15,,Not Started,0,,,1,,No,,,Sunita Gupta,sunita.gupta.267@outlook.com,9653074505,Chennai,2022-10-15,Premium,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,,Disengaged
CRS030,LRN0261,ENR01763,2024-02-04,2024-04-04,,Dropped,22,2024-02-16,,1,,No,,,Sneha Singh,sneha.singh.261@hotmail.com,9586938068,Jaipur,2023-12-05,Premium,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,884,Disengaged
CRS022,LRN0146,ENR01072,2024-01-03,2024-01-23,,In Progress,18,2024-03-23,,1,,No,,,Sunita Pandey,sunita.pandey.146@gmail.com,9585239868,Mumbai,2022-02-09,Free,Statistics for Data Science,Data Science,INS015,Kiran Desai,10,Advanced,12777,848,Disengaged
CRS059,LRN0329,ENR00442,2024-01-16,2024-04-05,,Dropped,6,2024-01-25,,1,1,No,,,Mohit Yadav,mohit.yadav.329@hotmail.com,9145303856,Ahmedabad,2022-02-17,Free,Wearable App Development,Mobile Development,INS001,Rajiv Sharma,40,Intermediate,1398,906,Disengaged
CRS056,LRN0162,ENR00816,2024-01-01,2024-03-01,,Not Started,0,,,1,,No,,,Ananya Verma,ananya.verma.162@yahoo.com,9426841459,Hyderabad,2022-05-17,Basic,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,,Disengaged
CRS050,LRN0073,ENR00378,2024-01-21,2024-01-31,,Not Started,0,,,1,,No,,,Neha Agarwal,neha.agarwal.73@rediffmail.com,9217459615,Pune,2022-11-21,Basic,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,,Disengaged
CRS001,LRN0180,ENR01940,2024-01-14,2024-02-13,,In Progress,61,2024-02-28,,1,,No,,,Mohit Malhotra,mohit.malhotra.180@rediffmail.com,9772522872,Surat,2022-03-02,Basic,Python for Data Science,Data Science,INS009,Suresh Gupta,15,Intermediate,2986,872,Disengaged
CRS043,LRN0192,ENR00950,2024-02-17,2024-05-07,,Dropped,9,2024-02-25,,1,,No,,,Simran Pillai,simran.pillai.192@rediffmail.com,9560466183,Jaipur,2022-06-23,Premium,Leadership & Communication,Business,INS008,Kavita Reddy,40,Beginner,995,875,Disengaged
CRS036,LRN0473,ENR00034,2024-01-30,2024-02-19,,Not Started,0,,,3,,No,,,Pooja Malhotra,pooja.malhotra.473@outlook.com,9799563531,Hyderabad,2022-04-11,Free,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,,Disengaged
CRS028,LRN0456,ENR00571,2024-03-04,2024-04-13,2024-03-31,Completed,100,2024-03-31,52.52,1,1,No,27,-13,Simran Patel,simran.patel.456@hotmail.com,9692124471,Chennai,2023-03-14,Premium,Entrepreneurship 101,Business,INS006,Priya Singh,20,Beginner,394,840,Disengaged
CRS006,LRN0238,ENR01330,2024-01-26,2024-02-05,,In Progress,67,2024-03-18,,1,2,No,,,Divya Kapoor,divya.kapoor.238@gmail.com,9912127756,Jaipur,2023-01-02,Enterprise,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,853,Disengaged
CRS056,LRN0043,ENR00772,2024-03-05,2024-05-04,2024-03-31,Completed,100,2024-03-31,55.72,2,2,No,26,-34,Sunita Malhotra,sunita.malhotra.43@gmail.com,9272980699,Delhi,2023-10-21,Basic,NoSQL & MongoDB,Data Science,INS007,Vikas Mehta,30,Advanced,9660,840,Disengaged
CRS014,LRN0456,ENR01672,2024-03-05,2024-04-04,,In Progress,36,2024-03-17,,1,,No,,,Simran Patel,simran.patel.456@hotmail.com,9692124471,Chennai,2023-03-14,Premium,Google Cloud Fundamentals,Cloud Computing,INS002,Meera Nair,15,Beginner,67,854,Disengaged
CRS025,LRN0129,ENR00510,2024-02-15,2024-03-26,2024-03-31,Completed,100,2024-03-31,53.68,1,5,No,45,5,Rohan Singh,rohan.singh.129@yahoo.com,9658202970,Delhi,2022-08-30,Premium,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,840,Disengaged
CRS033,LRN0396,ENR01200,2024-02-09,2024-03-20,,In Progress,34,2024-03-30,,3,,No,,,Suresh Mehta,suresh.mehta.396@yahoo.com,9833884879,Chandigarh,2023-12-17,Premium,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,841,Disengaged
CRS059,LRN0231,ENR00039,2024-02-01,2024-04-21,2024-03-31,Completed,100,2024-03-31,80.6,1,4,Yes,59,-21,Ananya Yadav,ananya.yadav.231@yahoo.com,9800030756,Bengaluru,2022-02-06,Basic,Wearable App Development,Mobile Development,INS001,Rajiv Sharma,40,Intermediate,1398,840,Disengaged
CRS055,LRN0269,ENR00836,2024-01-23,2024-02-02,,In Progress,37,2024-01-28,,1,,No,,,Geeta Malhotra,geeta.malhotra.269@hotmail.com,9785082148,Bengaluru,2023-06-21,Premium,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,903,Disengaged
CRS050,LRN0387,ENR01917,2024-02-01,2024-02-11,2024-02-04,Completed,100,2024-02-04,61.2,1,2,Yes,3,-7,Shreya Sharma,shreya.sharma.387@rediffmail.com,9433504888,Lucknow,2022-06-08,Free,Scala for Big Data,Data Science,INS008,Kavita Reddy,5,Beginner,181,896,Disengaged
CRS015,LRN0368,ENR00542,2024-01-08,2024-01-18,,Not Started,0,,,3,,No,,,Ritika Chauhan,ritika.chauhan.368@hotmail.com,9846312241,Lucknow,2023-04-09,Free,Azure Data Engineering,Cloud Computing,INS013,Manish Verma,5,Beginner,942,,Disengaged
CRS033,LRN0477,ENR01378,2024-02-18,2024-03-29,,In Progress,51,2024-02-23,,1,,No,,,Shalini Mishra,shalini.mishra.477@yahoo.com,9063356939,Lucknow,2022-01-06,Basic,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,877,Disengaged
CRS055,LRN0309,ENR01158,2024-03-12,2024-03-22,,In Progress,12,2024-03-23,,1,,No,,,Simran Mehta,simran.mehta.309@hotmail.com,9347212281,Mumbai,2023-03-15,Free,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,848,Disengaged
CRS012,LRN0137,ENR01541,2024-02-19,2024-03-30,2024-03-31,Completed,100,2024-03-31,60.73,3,3,Yes,41,1,Varun Pandey,varun.pandey.137@rediffmail.com,9841438424,Jaipur,2022-04-06,Basic,Motion Graphics & Animation,Design,INS013,Manish Verma,20,Beginner,201,840,Disengaged
CRS052,LRN0249,ENR01587,2024-02-18,2024-05-08,2024-03-20,Completed,100,2024-03-20,75.97,1,3,Yes,31,-49,Ajay Nair,ajay.nair.249@gmail.com,9059325250,Bengaluru,2023-08-24,Premium,Svelte & SvelteKit,Web Development,INS005,Deepak Joshi,40,Intermediate,4129,851,Disengaged
CRS051,LRN0479,ENR00260,2024-01-17,2024-04-06,,In Progress,23,2024-02-14,,1,,No,,,Aarav Jain,aarav.jain.479@outlook.com,9632543107,Bengaluru,2023-12-22,Basic,MLOps & Model Deployment,AI & ML,INS015,Kiran Desai,40,Beginner,503,886,Disengaged
CRS025,LRN0161,ENR01151,2024-01-15,2024-02-24,,Dropped,18,2024-01-23,,1,,No,,,Aarav Mishra,aarav.mishra.161@outlook.com,9637454990,Surat,2023-01-04,Premium,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,908,Disengaged
CRS042,LRN0184,ENR00953,2024-02-29,2024-03-10,,In Progress,15,2024-03-10,,1,,No,,,Ritika Bose,ritika.bose.184@gmail.com,9615679334,Surat,2023-10-28,Premium,Operations Management,Business,INS001,Unknown,5,Advanced,6117,861,Disengaged
CRS004,LRN0485,ENR01619,2024-01-21,2024-03-21,2024-03-27,Completed,100,2024-03-27,78.52,1,4,Yes,66,6,Karan Kumar,karan.kumar.485@outlook.com,9241272380,Pune,2023-11-30,Basic,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,844,Disengaged
CRS017,LRN0169,ENR00179,2024-02-08,2024-02-28,,Dropped,17,2024-02-20,,1,,No,,,Vijay Agarwal,vijay.agarwal.169@gmail.com,9863375243,Mumbai,2023-11-08,Basic,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,880,Disengaged
CRS003,LRN0481,ENR01188,2024-01-25,2024-02-14,,Dropped,33,2024-01-25,,2,,No,,,Ritika Jain,ritika.jain.481@outlook.com,9989319508,Mumbai,2022-04-24,Basic,Deep Learning with TensorFlow,AI & ML,INS004,Sunita Rao,10,Advanced,13612,906,Disengaged
CRS014,LRN0345,ENR01778,2024-01-23,2024-02-22,,In Progress,78,2024-02-05,,2,2,No,,,Siddharth Iyer,siddharth.iyer.345@outlook.com,9011848955,Hyderabad,2023-09-13,Enterprise,Google Cloud Fundamentals,Cloud Computing,INS002,Meera Nair,15,Beginner,67,895,Disengaged
CRS036,LRN0493,ENR01564,2024-03-12,2024-04-01,,In Progress,21,2024-03-17,,3,,No,,,Sachin Gupta,sachin.gupta.493@outlook.com,9562656504,Kolkata,2022-11-12,Enterprise,Advanced Python OOP,Data Science,INS006,Priya Singh,10,Advanced,7011,854,Disengaged
CRS055,LRN0256,ENR00797,2024-01-12,2024-01-22,2024-01-26,Completed,100,2024-01-26,74.6,2,2,Yes,14,4,Rahul Banerjee,rahul.banerjee.256@gmail.com,9621815997,Pune,2023-11-01,Free,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,905,Disengaged
CRS033,LRN0395,ENR01975,2024-02-27,2024-04-07,,In Progress,65,2024-03-30,,1,,No,,,Manish Patel,manish.patel.395@gmail.com,9110392405,Chennai,2023-04-06,Basic,Penetration Testing,Cybersecurity,INS007,Vikas Mehta,20,Advanced,6392,841,Disengaged
CRS049,LRN0230,ENR01620,2024-02-13,2024-03-24,,Dropped,10,2024-02-25,,1,,No,,,Karan Nair,karan.nair.230@outlook.com,9785079252,Indore,2022-04-16,Premium,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,875,Disengaged
CRS013,LRN0172,ENR01535,2024-02-16,2024-05-06,,Not Started,0,,,1,,No,,,Ajay Yadav,ajay.yadav.172@hotmail.com,9644089268,Mumbai,2022-12-19,Enterprise,AWS Solutions Architect,Cloud Computing,INS013,Manish Verma,40,Advanced,12685,,Disengaged
CRS049,LRN0222,ENR01038,2024-03-06,2024-04-15,2024-03-31,Completed,100,,75.14,1,5,Yes,25,-15,Neha Mukherjee,neha.mukherjee.222@hotmail.com,9697311219,Kolkata,2023-03-16,Basic,Unity Game Development,Mobile Development,INS007,Vikas Mehta,20,Intermediate,2541,,Disengaged
CRS048,LRN0011,ENR01667,2024-01-22,2024-02-01,,Dropped,0,2024-01-22,,1,,No,,,Arjun Iyer,arjun.iyer.11@rediffmail.com,9148932528,Mumbai,2023-09-06,Basic,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,909,Disengaged
CRS048,LRN0300,ENR00020,2024-02-19,2024-02-29,,Dropped,15,2024-03-01,,2,,No,,,Megha Reddy,megha.reddy.300@outlook.com,9851027261,Lucknow,2022-07-20,Free,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,870,Disengaged
CRS025,LRN0176,ENR01634,2024-02-20,2024-03-31,,Dropped,16,2024-02-24,,2,,No,,,Komal Malhotra,komal.malhotra.176@gmail.com,9837354033,Chandigarh,2023-05-06,Enterprise,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,876,Disengaged
CRS030,LRN0144,ENR00989,2024-02-13,2024-04-13,2024-03-31,Completed,100,2024-03-31,78.29,2,4,Yes,47,-13,Nikhil Chauhan,nikhil.chauhan.144@gmail.com,9801624565,Pune,2022-02-22,Basic,3D Modelling with Blender,Design,INS004,Sunita Rao,30,Intermediate,4503,840,Disengaged
CRS001,LRN0478,ENR01354,2024-03-10,2024-04-09,2024-03-13,Completed,100,2024-03-13,59.27,1,4,No,3,-27,Aditya Gupta,aditya.gupta.478@hotmail.com,9780686717,Hyderabad,2022-03-27,Basic,Python for Data Science,Data Science,INS009,Suresh Gupta,15,Intermediate,2986,858,Disengaged
CRS008,LRN0211,ENR01952,2024-01-02,2024-03-22,,In Progress,43,2024-03-21,,1,4,No,,,Ananya Rao,ananya.rao.211@hotmail.com,9148580783,Delhi,2023-11-01,Premium,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,850,Disengaged
CRS055,LRN0433,ENR00543,2024-02-15,2024-02-25,,In Progress,86,2024-02-17,,1,,No,,,Priya Das,priya.das.433@rediffmail.com,9717477332,Chennai,2023-01-08,Basic,Motion UI Design,Design,INS009,Suresh Gupta,5,Intermediate,3026,883,Disengaged
CRS004,LRN0388,ENR00118,2024-03-13,2024-05-12,,In Progress,74,2024-03-28,,2,,No,,,Neha Patel,neha.patel.388@hotmail.com,9459334419,Lucknow,2022-08-11,Premium,React.js Complete Guide,Web Development,INS014,Pooja Mishra,30,Advanced,6867,843,Disengaged
CRS031,LRN0278,ENR01933,2024-03-04,2024-03-14,2024-03-14,Completed,100,2024-03-14,79.87,2,2,Yes,10,0,Arjun Chauhan,arjun.chauhan.278@outlook.com,9172482513,Hyderabad,2022-11-11,Basic,Docker & Kubernetes,Cloud Computing,INS004,Sunita Rao,5,Intermediate,3781,857,Disengaged
CRS014,LRN0355,ENR01955,2024-02-02,2024-03-03,,In Progress,89,2024-02-13,,3,,No,,,Varun Das,varun.das.355@hotmail.com,9143866322,Indore,2022-01-10,Free,Google Cloud Fundamentals,Cloud Computing,INS002,Meera Nair,15,Beginner,67,887,Disengaged
CRS017,LRN0006,ENR00201,2024-01-15,2024-02-04,,Dropped,20,2024-01-17,,1,,No,,,Karan Pillai,karan.pillai.6@outlook.com,9283276483,Bhopal,2022-02-27,Free,Network Security Essentials,Cybersecurity,INS002,Meera Nair,10,Advanced,14498,914,Disengaged
CRS048,LRN0306,ENR00315,2024-01-02,2024-01-12,,In Progress,46,2024-02-08,,1,,No,,,Ajay Kumar,ajay.kumar.306@outlook.com,9062003424,Bengaluru,2022-03-05,Premium,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,892,Disengaged
CRS006,LRN0475,ENR00888,2024-01-24,2024-02-03,2024-01-27,Completed,100,2024-01-27,45.21,1,2,No,3,-7,Divya Verma,divya.verma.475@outlook.com,9354352090,Bengaluru,2022-04-24,Premium,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,904,Disengaged
CRS008,LRN0075,ENR01118,2024-02-04,2024-04-24,,Dropped,16,2024-02-12,,1,,No,,,Sneha Verma,sneha.verma.75@hotmail.com,9240050455,Bengaluru,2022-09-08,Basic,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,888,Disengaged
CRS007,LRN0001,ENR00237,2024-01-09,2024-02-18,,Dropped,33,2024-01-15,,1,,No,,,Ananya Sharma,ananya.sharma.1@gmail.com,9433218196,Mumbai,2022-04-06,Free,Business Analytics Essentials,Business,INS003,Arjun Patel,20,Advanced,10604,916,Disengaged
CRS008,LRN0233,ENR01317,2024-01-19,2024-04-08,2024-03-08,Completed,100,2024-03-08,96.43,1,5,Yes,49,-31,Ajay Gupta,ajay.gupta.233@gmail.com,9617445187,Kolkata,2022-07-25,Free,Project Management Professional,Business,INS003,Arjun Patel,40,Intermediate,4049,863,Disengaged
CRS006,LRN0448,ENR01397,2024-01-23,2024-02-02,,In Progress,66,2024-03-08,,2,,No,,,Megha Bose,megha.bose.448@outlook.com,9904712814,Bengaluru,2023-09-23,Free,HTML & CSS Mastery,Web Development,INS015,Unknown,5,Intermediate,2276,863,Disengaged
CRS048,LRN0435,ENR00949,2024-01-07,2024-01-17,2024-01-10,Completed,100,2024-01-10,77.89,1,4,Yes,3,-7,Divya Iyer,divya.iyer.435@hotmail.com,9161581487,Lucknow,2023-02-28,Free,OSINT & Threat Intelligence,Cybersecurity,INS009,Suresh Gupta,5,Beginner,440,921,Disengaged
CRS040,LRN0035,ENR01519,2024-02-19,2024-03-20,2024-02-23,Completed,100,2024-02-23,76.21,2,2,Yes,4,-26,Shreya Chauhan,shreya.chauhan.35@rediffmail.com,9369957773,Ahmedabad,2022-06-23,Premium,TypeScript Advanced,Web Development,INS009,Suresh Gupta,15,Beginner,786,877,Disengaged
CRS025,LRN0496,ENR00858,2024-02-02,2024-03-13,,Dropped,1,,,1,,No,,,Arjun Das,arjun.das.496@rediffmail.com,9648704947,Chandigarh,2023-04-20,Free,Vue.js & Nuxt Development,Web Development,INS004,Sunita Rao,20,Beginner,779,,Disengaged
